brand,model,year,km_driven,fuel,transmission,owner,engine,max_power,seats,selling_price
Mercedes,E200,2009,40885,Petrol,Manual,Third Owner,1016,124,5,2508967
Toyota,Camry,2019,111427,Hybrid,Manual,Second Owner,1650,372,7,2310891
Ford,Focus,2010,92572,Petrol,Manual,Third Owner,3330,123,7,1174573
Ford,Focus,2023,62256,Hybrid,Manual,First Owner,3795,330,4,2880260
Hyundai,Elantra,2024,234395,Diesel,Manual,Second Owner,3242,191,4,1691031
Hyundai,Elantra,2020,55455,Hybrid,Automatic,Second Owner,1557,277,7,2182858
Hyundai,Tucson,2017,75611,Petrol,Manual,Third Owner,2721,200,7,1582467
Kia,Sportage,2008,35044,Diesel,Manual,Third Owner,2036,135,7,861076
BMW,X3,2011,180904,Petrol,Manual,Third Owner,1164,188,4,2231515
Volkswagen,Passat,2010,184324,Diesel,Manual,First Owner,2132,127,7,746974
Toyota,RAV4,2014,193019,Petrol,Manual,Second Owner,1438,244,4,1020799
Hyundai,Elantra,2012,194874,Hybrid,Manual,Second Owner,2331,280,5,1513707
Volkswagen,Tiguan,2016,121237,Hybrid,Manual,Third Owner,1597,175,5,1250533
Mercedes,C200,2015,133427,Diesel,Automatic,Second Owner,1200,199,4,2892640
Hyundai,Sonata,2013,21096,Petrol,Automatic,Third Owner,2184,174,5,1570588
Toyota,Camry,2012,79303,Diesel,Manual,Second Owner,1056,312,7,1257230
Toyota,RAV4,2022,96184,Diesel,Manual,Second Owner,1822,211,5,1807318
Hyundai,Sonata,2013,130920,Petrol,Automatic,First Owner,1070,190,7,1364295
Hyundai,Sonata,2015,149637,Hybrid,Manual,First Owner,2096,259,7,1471492
Mercedes,GLA,2011,76253,Hybrid,Automatic,Third Owner,2653,80,4,2881035
Kia,Rio,2015,240608,Diesel,Automatic,First Owner,3737,354,7,1798962
Kia,Cerato,2013,169500,Diesel,Manual,First Owner,1080,237,7,924514
Ford,Kuga,2021,153884,Diesel,Manual,Second Owner,1792,165,4,1547953
Volkswagen,Polo,2021,70842,Hybrid,Automatic,Third Owner,1817,391,5,2629292
Volkswagen,Tiguan,2019,30189,Diesel,Automatic,Third Owner,1803,195,5,1807894
Toyota,Camry,2019,128570,Petrol,Automatic,Second Owner,1932,290,7,1607080
Toyota,RAV4,2010,32051,Hybrid,Manual,First Owner,2682,92,4,1463510
Hyundai,Sonata,2010,31899,Hybrid,Automatic,Third Owner,1555,183,7,1441063
BMW,320,2019,30390,Petrol,Automatic,First Owner,3406,279,4,3806609
Mercedes,GLA,2022,239121,Petrol,Manual,Second Owner,1969,383,4,3416214
Toyota,Camry,2015,16579,Diesel,Automatic,Third Owner,1684,73,5,1556040
Ford,Focus,2021,237644,Diesel,Manual,First Owner,3063,368,4,1757838
Kia,Sportage,2008,116963,Hybrid,Automatic,Second Owner,2852,354,7,1525947
BMW,320,2011,169418,Hybrid,Manual,Third Owner,2127,168,4,2777791
Ford,Focus,2015,198324,Petrol,Manual,First Owner,1856,171,4,1329328
Mercedes,E200,2009,178450,Diesel,Manual,Third Owner,1550,86,4,2226441
Volkswagen,Tiguan,2014,101113,Hybrid,Automatic,Third Owner,2768,148,7,1814422
Toyota,Corolla,2023,104113,Petrol,Manual,Second Owner,1143,342,4,1894478
Volkswagen,Polo,2011,27236,Petrol,Manual,First Owner,1629,282,4,1565946
Hyundai,Elantra,2013,74767,Hybrid,Automatic,Second Owner,1644,374,7,2036034
Volkswagen,Tiguan,2014,122718,Diesel,Manual,Third Owner,2823,212,5,1479467
Mercedes,GLA,2014,247801,Hybrid,Manual,First Owner,2662,221,5,3032018
Ford,Kuga,2022,248072,Petrol,Manual,Third Owner,1519,97,4,1233237
Volkswagen,Tiguan,2011,151817,Diesel,Automatic,Third Owner,3378,139,4,1714515
Kia,Rio,2015,214438,Petrol,Manual,First Owner,3082,380,7,1792286
Toyota,Corolla,2010,93896,Hybrid,Manual,Second Owner,2069,240,7,1446213
BMW,320,2009,117124,Diesel,Manual,First Owner,1903,395,4,2984865
Kia,Rio,2022,23726,Diesel,Manual,Third Owner,2318,305,4,1897386
Volkswagen,Polo,2018,12853,Petrol,Manual,First Owner,3723,82,7,1533537
Toyota,Corolla,2018,48233,Hybrid,Manual,First Owner,3817,167,5,2032191
Ford,Focus,2022,210429,Hybrid,Automatic,First Owner,3583,379,4,2585478
Volkswagen,Passat,2019,87010,Diesel,Manual,Third Owner,3644,218,5,1890433
Mercedes,C200,2010,148071,Petrol,Automatic,Second Owner,3011,337,4,3074645
BMW,320,2017,136443,Hybrid,Manual,Second Owner,2554,310,4,3703368
Kia,Sportage,2022,11881,Petrol,Manual,First Owner,3711,203,4,2140419
Hyundai,Sonata,2018,28249,Diesel,Automatic,Third Owner,1614,277,5,1976706
Kia,Rio,2015,113258,Petrol,Automatic,Third Owner,1933,234,5,1549249
Volkswagen,Passat,2019,86297,Petrol,Automatic,Third Owner,1171,352,7,2056334
Toyota,RAV4,2023,18903,Diesel,Manual,First Owner,2680,378,7,2582958
Kia,Sportage,2019,211182,Petrol,Manual,First Owner,1264,101,5,839666
Ford,Focus,2011,231820,Diesel,Automatic,Third Owner,1508,354,7,1298842
Volkswagen,Passat,2016,168991,Hybrid,Automatic,Third Owner,1726,350,5,2050359
Hyundai,Elantra,2024,55818,Diesel,Manual,Third Owner,3653,102,5,1689433
Mercedes,C200,2012,181422,Petrol,Manual,Third Owner,2638,386,7,2974967
Mercedes,GLA,2013,141766,Hybrid,Automatic,Second Owner,2218,151,4,3005234
BMW,X5,2012,101536,Hybrid,Automatic,First Owner,1426,228,5,3311986
Toyota,Camry,2009,220492,Diesel,Automatic,Third Owner,2596,150,5,1012800
Ford,Mondeo,2017,232088,Petrol,Manual,Second Owner,1938,258,5,1350562
Kia,Cerato,2013,82026,Petrol,Manual,Third Owner,1346,310,5,1590482
Mercedes,E200,2016,231252,Diesel,Manual,First Owner,3993,125,5,2728340
BMW,X3,2024,140986,Petrol,Automatic,Second Owner,3971,138,5,3617247
Kia,Cerato,2009,181600,Hybrid,Automatic,First Owner,2186,397,4,1891716
Ford,Mondeo,2015,58645,Petrol,Manual,Second Owner,1795,339,5,1789264
Kia,Sportage,2011,108473,Hybrid,Manual,First Owner,1418,116,4,1048340
Volkswagen,Tiguan,2022,142943,Diesel,Manual,Third Owner,1197,380,4,1577841
BMW,X3,2010,170379,Hybrid,Manual,Second Owner,1887,138,5,2567150
Volkswagen,Polo,2015,15278,Diesel,Manual,Third Owner,1314,112,7,1409956
Ford,Kuga,2023,203809,Diesel,Automatic,First Owner,2891,326,5,2329964
Ford,Kuga,2024,238786,Petrol,Manual,First Owner,1854,83,4,1352837
Kia,Rio,2018,209113,Diesel,Manual,Third Owner,1523,375,7,1833143
Toyota,Corolla,2020,92517,Diesel,Automatic,Second Owner,3987,215,7,2163814
Toyota,RAV4,2021,245300,Petrol,Manual,Second Owner,2506,382,5,1919897
BMW,320,2010,86586,Hybrid,Manual,First Owner,3154,397,7,3499780
Mercedes,C200,2017,64203,Petrol,Automatic,Third Owner,2955,245,4,3429933
Kia,Rio,2021,56040,Petrol,Manual,First Owner,3484,378,7,2497885
BMW,320,2015,123303,Diesel,Automatic,Second Owner,2713,109,4,3063426
Mercedes,C200,2017,39092,Hybrid,Automatic,Third Owner,1175,257,7,3569649
Toyota,Camry,2015,134073,Diesel,Automatic,Second Owner,1189,335,7,1630175
Toyota,Corolla,2012,116808,Petrol,Manual,First Owner,1226,336,4,1390363
Mercedes,E200,2020,236876,Hybrid,Manual,First Owner,2582,148,7,3173729
Hyundai,Elantra,2018,200339,Petrol,Manual,First Owner,1895,200,5,1066993
Mercedes,C200,2021,138451,Hybrid,Manual,Second Owner,3343,125,5,3042620
Volkswagen,Polo,2021,205029,Hybrid,Manual,Third Owner,1863,338,5,1981811
Mercedes,GLA,2009,35363,Petrol,Automatic,Third Owner,1020,340,5,2899167
Ford,Focus,2018,83234,Petrol,Automatic,Third Owner,3253,340,4,2195260
Hyundai,Elantra,2014,66275,Hybrid,Automatic,Third Owner,3964,133,4,1972382
Toyota,RAV4,2019,123366,Hybrid,Manual,Third Owner,1194,329,5,1936880
Kia,Cerato,2010,215576,Diesel,Automatic,Third Owner,1744,78,7,943318
Hyundai,Sonata,2013,110606,Hybrid,Automatic,Third Owner,3345,262,7,2134549
Mercedes,GLA,2022,28502,Hybrid,Automatic,First Owner,3192,257,7,4209367
Hyundai,Tucson,2015,43517,Diesel,Manual,Second Owner,1087,326,5,1734347
Kia,Cerato,2014,50907,Petrol,Manual,First Owner,1913,220,4,1264311
Ford,Mondeo,2020,152826,Hybrid,Manual,Second Owner,3548,81,7,1884914
Hyundai,Elantra,2020,172834,Petrol,Automatic,Second Owner,1125,398,5,2006717
BMW,X3,2014,86134,Hybrid,Manual,Third Owner,3485,182,5,3406054
Volkswagen,Tiguan,2019,175443,Petrol,Manual,Third Owner,3298,78,5,1128035
Ford,Focus,2019,111816,Hybrid,Manual,First Owner,3847,359,7,2267854
Hyundai,Sonata,2008,148983,Petrol,Automatic,Third Owner,2469,348,7,1665067
BMW,X5,2016,29509,Hybrid,Automatic,Third Owner,2549,246,5,3794793
Volkswagen,Passat,2014,8914,Hybrid,Automatic,Second Owner,1402,144,4,1617164
Ford,Kuga,2018,154817,Diesel,Manual,Second Owner,1786,206,5,1242816
Kia,Rio,2015,159038,Diesel,Automatic,Third Owner,1166,85,4,1188139
Hyundai,Elantra,2008,6707,Hybrid,Automatic,Third Owner,2600,269,4,1770674
Toyota,Corolla,2020,137094,Petrol,Manual,First Owner,3737,168,7,1952762
Mercedes,C200,2009,22359,Diesel,Manual,Third Owner,3655,212,4,2848438
Mercedes,GLA,2010,229876,Hybrid,Automatic,First Owner,2856,278,4,3259406
Ford,Kuga,2024,56353,Hybrid,Automatic,Third Owner,2684,391,4,2918101
Toyota,RAV4,2019,62805,Hybrid,Automatic,Second Owner,1068,323,5,2382568
Hyundai,Tucson,2017,107429,Petrol,Manual,Third Owner,2839,141,7,1331874
Hyundai,Sonata,2012,161319,Petrol,Automatic,First Owner,3275,117,7,1236693
Ford,Mondeo,2023,246914,Diesel,Manual,First Owner,3315,378,4,2104559
Ford,Mondeo,2008,109144,Hybrid,Automatic,First Owner,1799,171,4,1228733
Hyundai,Elantra,2010,39777,Diesel,Automatic,Third Owner,1701,173,5,1419219
Hyundai,Elantra,2022,147786,Petrol,Automatic,First Owner,1839,154,7,1588295
Toyota,Corolla,2013,5121,Diesel,Manual,First Owner,2728,191,7,1492168
Volkswagen,Polo,2012,127612,Diesel,Automatic,Second Owner,1496,167,4,1037523
Hyundai,Elantra,2017,85503,Diesel,Manual,Third Owner,1690,366,5,1463143
Toyota,Corolla,2020,82074,Hybrid,Manual,First Owner,2766,211,5,2049597
Toyota,Corolla,2022,58710,Hybrid,Automatic,First Owner,2631,310,7,3014122
Toyota,Corolla,2022,199226,Diesel,Manual,First Owner,1307,77,4,1207788
Volkswagen,Passat,2023,239426,Hybrid,Manual,First Owner,3573,169,5,1926708
Kia,Sportage,2013,155082,Hybrid,Automatic,Third Owner,3012,380,5,2202202
BMW,X5,2015,234306,Hybrid,Manual,First Owner,3110,160,7,2951257
Volkswagen,Polo,2021,12643,Diesel,Manual,Third Owner,2841,81,5,1735431
Ford,Kuga,2021,110586,Hybrid,Manual,Second Owner,2959,101,5,1648056
Ford,Mondeo,2015,241011,Diesel,Manual,First Owner,2495,71,5,986876
Kia,Rio,2010,177729,Petrol,Manual,First Owner,3577,248,5,1408399
Volkswagen,Passat,2010,108116,Hybrid,Automatic,First Owner,2372,346,5,2112295
Toyota,RAV4,2016,111151,Hybrid,Manual,Third Owner,1298,337,7,1980669
Ford,Focus,2010,154584,Petrol,Automatic,Third Owner,2629,303,7,1545624
Toyota,RAV4,2016,66661,Diesel,Automatic,Third Owner,1066,151,4,1505007
Toyota,Camry,2009,163640,Hybrid,Manual,Third Owner,3221,291,7,1722142
Kia,Cerato,2016,138001,Diesel,Manual,Second Owner,3480,242,7,1597891
Kia,Cerato,2010,174678,Petrol,Automatic,Second Owner,2850,390,7,1667103
Kia,Sportage,2009,187263,Hybrid,Automatic,First Owner,2462,161,4,1362552
Kia,Sportage,2022,107366,Diesel,Manual,Third Owner,3689,165,4,2083471
Kia,Sportage,2016,104732,Petrol,Manual,Third Owner,3571,306,5,1705319
Kia,Cerato,2023,105787,Hybrid,Manual,Third Owner,3353,293,7,2253747
Hyundai,Tucson,2012,224426,Petrol,Automatic,Third Owner,3362,170,5,1305162
Volkswagen,Passat,2018,183667,Hybrid,Manual,Second Owner,3635,165,7,1798049
Volkswagen,Passat,2019,18597,Hybrid,Automatic,First Owner,3717,254,5,2631357
Hyundai,Tucson,2018,184729,Diesel,Manual,First Owner,3756,133,4,1463034
Mercedes,GLA,2013,209047,Hybrid,Automatic,Second Owner,2099,198,4,3008275
Kia,Sportage,2022,160607,Diesel,Manual,First Owner,2445,383,5,2326515
BMW,X3,2015,171185,Petrol,Automatic,Second Owner,1910,169,7,2576494
Kia,Rio,2018,111142,Petrol,Automatic,First Owner,3803,237,4,1916391
Kia,Sportage,2023,51635,Diesel,Automatic,First Owner,3357,157,5,2127291
Kia,Rio,2015,95000,Hybrid,Automatic,First Owner,1915,328,4,1920771
Kia,Cerato,2020,101791,Diesel,Manual,Third Owner,3005,335,5,2058289
Hyundai,Tucson,2018,9097,Hybrid,Automatic,Second Owner,3785,217,5,2741276
BMW,320,2014,85378,Hybrid,Manual,Third Owner,3098,365,4,3709576
Ford,Focus,2023,162024,Diesel,Manual,First Owner,1815,337,7,1975307
Mercedes,GLA,2015,75551,Petrol,Manual,Second Owner,1860,271,5,2866373
Toyota,Camry,2017,123928,Petrol,Automatic,Second Owner,1828,124,4,1293889
Volkswagen,Passat,2019,167366,Petrol,Automatic,Second Owner,3981,338,4,2201138
BMW,X5,2022,228231,Diesel,Manual,First Owner,3542,206,4,3142180
Volkswagen,Tiguan,2011,79312,Petrol,Manual,Second Owner,1726,303,5,1600022
Kia,Cerato,2011,187472,Hybrid,Automatic,Third Owner,1246,379,7,1893109
Ford,Focus,2023,6763,Diesel,Automatic,First Owner,1962,333,7,2296555
Kia,Sportage,2020,47674,Petrol,Automatic,Third Owner,2753,283,4,2262077
Mercedes,GLA,2024,113924,Diesel,Automatic,Second Owner,2223,155,4,3467835
Hyundai,Tucson,2018,138748,Diesel,Automatic,Third Owner,3589,243,7,2139376
Kia,Sportage,2019,213824,Diesel,Automatic,First Owner,3056,135,5,1755333
Kia,Rio,2010,217970,Hybrid,Automatic,Second Owner,1104,139,4,924895
Toyota,Corolla,2012,215140,Diesel,Automatic,Third Owner,1940,370,7,1464091
BMW,320,2015,39374,Hybrid,Manual,Second Owner,2299,105,4,2889965
Toyota,Camry,2018,130967,Petrol,Manual,Third Owner,3592,287,7,1859263
Volkswagen,Passat,2011,79425,Diesel,Automatic,Third Owner,3149,385,5,2095953
Hyundai,Tucson,2023,42767,Diesel,Manual,Second Owner,2839,396,5,2628416
Volkswagen,Polo,2021,44244,Hybrid,Manual,First Owner,2500,333,7,2457619
Volkswagen,Passat,2019,80474,Petrol,Manual,Third Owner,1894,158,7,1420174
Kia,Rio,2012,54918,Petrol,Manual,First Owner,3484,143,7,1393027
Toyota,RAV4,2017,168595,Petrol,Manual,Second Owner,1033,116,7,832488
BMW,X5,2016,133329,Petrol,Manual,Third Owner,3264,307,5,3603872
Toyota,RAV4,2013,206047,Diesel,Automatic,Third Owner,3892,114,7,1065556
Hyundai,Elantra,2013,240890,Diesel,Automatic,Second Owner,2314,203,7,1250531
Mercedes,GLA,2016,131834,Petrol,Automatic,First Owner,3339,86,5,3255722
BMW,X3,2010,138936,Hybrid,Automatic,Second Owner,3693,353,4,3659597
Volkswagen,Passat,2020,18918,Hybrid,Manual,Third Owner,2800,131,7,1981158
Hyundai,Elantra,2010,124843,Hybrid,Manual,First Owner,2814,181,7,1371297
Volkswagen,Tiguan,2013,224640,Petrol,Automatic,First Owner,1706,149,7,1002061
Kia,Cerato,2014,199247,Diesel,Manual,First Owner,2749,237,7,1512283
Ford,Kuga,2010,172865,Diesel,Manual,Third Owner,3255,143,4,668240
BMW,X5,2019,189148,Petrol,Manual,Second Owner,3277,227,5,3360769
Hyundai,Elantra,2023,194998,Hybrid,Automatic,Third Owner,3019,182,4,1954260
Ford,Mondeo,2017,69785,Petrol,Automatic,Second Owner,2039,365,5,2088782
Kia,Cerato,2011,52306,Diesel,Automatic,First Owner,1765,362,4,1750751
Hyundai,Elantra,2013,19532,Diesel,Manual,Third Owner,3440,309,7,1987718
Hyundai,Tucson,2011,61160,Diesel,Automatic,First Owner,3373,355,7,1781411
BMW,320,2012,12360,Hybrid,Manual,First Owner,2492,273,7,3500905
Ford,Kuga,2009,148649,Petrol,Manual,First Owner,1182,205,7,1146148
Hyundai,Tucson,2022,140954,Hybrid,Automatic,Second Owner,3800,177,7,2126115
Volkswagen,Tiguan,2019,179941,Hybrid,Automatic,First Owner,1969,396,7,2403923
Hyundai,Elantra,2009,57951,Petrol,Automatic,Second Owner,1967,268,7,1399850
Toyota,RAV4,2018,33699,Diesel,Manual,Second Owner,1667,177,7,1589035
Kia,Rio,2008,209195,Petrol,Manual,Third Owner,3403,248,7,1114932
Toyota,Corolla,2017,57124,Diesel,Automatic,Third Owner,3094,168,4,1723628
Kia,Rio,2008,156138,Diesel,Automatic,First Owner,1861,373,5,1572554
Toyota,RAV4,2011,43059,Diesel,Manual,Third Owner,1618,147,4,1344734
BMW,320,2011,232208,Hybrid,Automatic,Second Owner,2911,141,4,2846098
Toyota,RAV4,2010,35391,Petrol,Automatic,Second Owner,1428,136,4,1291381
Toyota,Corolla,2009,122044,Petrol,Automatic,Third Owner,3167,294,4,1421971
BMW,X3,2014,14705,Diesel,Manual,Second Owner,2557,242,4,3015674
Kia,Rio,2013,124365,Hybrid,Automatic,Third Owner,1424,146,5,1550730
BMW,320,2010,79566,Petrol,Automatic,Third Owner,3149,141,5,3088335
Ford,Focus,2018,40293,Petrol,Automatic,Second Owner,1527,78,7,1496806
BMW,X3,2019,96743,Hybrid,Automatic,First Owner,3683,70,4,3437005
Volkswagen,Tiguan,2019,38607,Hybrid,Automatic,First Owner,1398,187,5,2049879
Toyota,Corolla,2016,55005,Diesel,Automatic,Third Owner,2337,346,5,1917978
Hyundai,Sonata,2012,60577,Petrol,Automatic,First Owner,1639,83,4,1222873
Hyundai,Elantra,2021,37273,Diesel,Manual,Second Owner,1945,355,5,2287053
Mercedes,C200,2013,162041,Hybrid,Manual,Second Owner,3944,113,5,2932204
Hyundai,Tucson,2008,113092,Petrol,Manual,First Owner,2152,341,7,1278609
Toyota,Camry,2018,73435,Petrol,Manual,First Owner,3872,216,4,1913811
BMW,320,2011,9419,Hybrid,Automatic,Second Owner,3033,358,7,3815604
Hyundai,Sonata,2021,239105,Diesel,Manual,Second Owner,2813,372,7,1913820
Ford,Mondeo,2019,79722,Diesel,Manual,First Owner,2029,315,4,2197364
BMW,X5,2022,118818,Petrol,Manual,First Owner,3273,100,4,3066260
Ford,Kuga,2011,15152,Petrol,Manual,Third Owner,2689,353,4,1751794
Toyota,Camry,2020,77396,Petrol,Automatic,First Owner,2735,334,4,2193326
Kia,Rio,2024,30540,Hybrid,Automatic,Second Owner,1439,145,7,2328898
Toyota,RAV4,2011,94841,Hybrid,Manual,Second Owner,1345,170,7,1259884
Toyota,Camry,2022,31651,Petrol,Manual,Second Owner,3918,187,5,1994492
Toyota,Corolla,2017,99665,Hybrid,Automatic,Second Owner,2229,172,5,2113215
BMW,320,2014,11498,Petrol,Automatic,First Owner,2429,342,7,3809294
Volkswagen,Polo,2022,116649,Hybrid,Automatic,Third Owner,2039,324,4,2392488
BMW,320,2008,92493,Petrol,Manual,Third Owner,2648,150,5,2207233
Mercedes,E200,2020,119506,Petrol,Manual,Second Owner,3396,102,7,3176515
BMW,320,2023,9975,Petrol,Manual,Second Owner,2650,282,5,3629855
Toyota,Camry,2018,169321,Hybrid,Manual,First Owner,1477,95,5,1439001
Kia,Sportage,2022,37590,Diesel,Manual,First Owner,3683,204,7,1791754
BMW,X3,2010,220101,Hybrid,Automatic,Third Owner,1012,231,4,2922987
Volkswagen,Tiguan,2010,88012,Petrol,Manual,Second Owner,3500,381,7,1619800
Toyota,RAV4,2017,174498,Hybrid,Automatic,Second Owner,3482,340,5,2482918
Volkswagen,Passat,2010,57078,Diesel,Automatic,Third Owner,1492,282,5,1516784
Kia,Cerato,2017,31753,Diesel,Automatic,First Owner,1608,180,5,1534603
Mercedes,C200,2023,130800,Hybrid,Automatic,First Owner,1955,159,5,3518094
Hyundai,Elantra,2014,198191,Hybrid,Automatic,Third Owner,3328,128,7,1725765
Hyundai,Elantra,2010,191512,Diesel,Manual,Second Owner,3704,141,4,1040960
BMW,X5,2009,140153,Diesel,Manual,First Owner,1364,280,4,2661955
Ford,Focus,2008,170366,Hybrid,Automatic,First Owner,3235,112,4,1620984
Mercedes,GLA,2024,161099,Hybrid,Automatic,First Owner,1458,112,5,3141865
Toyota,RAV4,2024,169091,Hybrid,Automatic,Third Owner,3081,85,4,2279049
Kia,Sportage,2016,84721,Hybrid,Manual,First Owner,1492,301,5,1922511
Kia,Cerato,2015,154707,Diesel,Automatic,Second Owner,1047,346,4,1527818
Toyota,Corolla,2016,146582,Petrol,Automatic,Second Owner,2311,312,7,1633938
Toyota,Corolla,2014,104680,Hybrid,Manual,Second Owner,3439,276,4,1968121
Ford,Kuga,2010,249881,Petrol,Automatic,Third Owner,3418,208,4,1371185
Kia,Cerato,2021,151719,Hybrid,Manual,Second Owner,3974,270,7,2298529
Volkswagen,Polo,2009,75027,Petrol,Automatic,First Owner,3922,130,5,1639919
Ford,Focus,2021,34489,Diesel,Automatic,First Owner,3024,352,7,2296945
BMW,320,2023,79479,Hybrid,Manual,Second Owner,3960,263,5,4040728
Toyota,Camry,2020,52638,Diesel,Manual,Third Owner,2727,397,5,2108414
Ford,Kuga,2020,105592,Hybrid,Manual,Third Owner,2084,383,5,2413460
Toyota,Camry,2022,139139,Diesel,Manual,First Owner,2818,75,4,1564955
Kia,Sportage,2011,106170,Petrol,Manual,Second Owner,3375,194,7,1265795
Hyundai,Sonata,2012,5089,Hybrid,Manual,Second Owner,3189,274,7,1662539
Volkswagen,Tiguan,2015,165977,Petrol,Automatic,First Owner,2058,272,5,1636588
BMW,X3,2022,162795,Hybrid,Manual,Second Owner,1090,389,4,3775920
Toyota,Camry,2010,61217,Petrol,Manual,Second Owner,3708,377,7,1936910
Ford,Focus,2014,192363,Diesel,Manual,First Owner,1873,313,7,1564091
Hyundai,Elantra,2018,53910,Petrol,Manual,Second Owner,2315,354,7,1863771
Toyota,Camry,2018,209409,Hybrid,Manual,First Owner,2475,212,5,1784464
Hyundai,Elantra,2016,37655,Hybrid,Manual,Second Owner,2302,86,4,1763866
Volkswagen,Polo,2016,12406,Hybrid,Automatic,Second Owner,1258,310,7,1972099
Hyundai,Tucson,2010,207479,Hybrid,Manual,Third Owner,2059,374,7,1676839
Kia,Cerato,2009,148315,Hybrid,Manual,Second Owner,2891,352,4,1691393
Toyota,Camry,2010,121090,Diesel,Automatic,Third Owner,1428,185,5,1122291
Kia,Rio,2020,169256,Diesel,Automatic,Third Owner,2729,385,7,2285489
Kia,Cerato,2015,188207,Hybrid,Automatic,Third Owner,3533,351,5,2207951
Mercedes,GLA,2020,153693,Diesel,Manual,Second Owner,2393,371,5,3377707
Mercedes,GLA,2009,34005,Petrol,Manual,Third Owner,3453,162,4,2810062
Ford,Kuga,2023,99716,Petrol,Automatic,Third Owner,1182,249,4,1787281
Toyota,Camry,2010,115751,Hybrid,Manual,First Owner,3441,345,7,1784274
Ford,Mondeo,2014,115427,Diesel,Manual,Second Owner,3905,134,4,1491801
Kia,Cerato,2016,90892,Diesel,Manual,Second Owner,2988,73,4,1076596
Toyota,RAV4,2017,216548,Petrol,Automatic,Third Owner,3377,198,4,1718400
Toyota,Camry,2020,103315,Hybrid,Automatic,Third Owner,3280,384,5,2814758
Hyundai,Sonata,2021,18107,Diesel,Automatic,Second Owner,1662,77,5,1396714
Mercedes,E200,2019,133458,Diesel,Automatic,Third Owner,1119,362,5,3354299
Ford,Mondeo,2018,62863,Petrol,Manual,Second Owner,1535,194,5,1668640
Mercedes,E200,2020,210331,Petrol,Manual,Second Owner,2378,218,4,2833863
Toyota,Camry,2018,163243,Hybrid,Automatic,First Owner,1219,74,7,1371703
Volkswagen,Polo,2013,229283,Petrol,Manual,First Owner,1623,220,4,1054193
Ford,Mondeo,2021,236041,Diesel,Automatic,Second Owner,2643,138,5,1636876
Kia,Rio,2020,12274,Petrol,Manual,First Owner,2150,121,4,1562721
Mercedes,GLA,2016,144829,Hybrid,Automatic,First Owner,1025,344,4,3434465
Toyota,Camry,2024,108830,Diesel,Automatic,Third Owner,1523,170,4,2049145
BMW,X3,2019,121415,Petrol,Automatic,Second Owner,1552,279,5,3598304
Ford,Focus,2021,24959,Petrol,Manual,First Owner,1219,174,7,1764760
Mercedes,C200,2023,94692,Petrol,Automatic,Second Owner,3852,371,7,4178713
Hyundai,Tucson,2009,125901,Hybrid,Automatic,Third Owner,1691,258,5,1475608
Kia,Rio,2017,38532,Petrol,Manual,Third Owner,2328,199,5,1495069
Ford,Mondeo,2009,13240,Hybrid,Automatic,Second Owner,2251,258,5,1984547
Volkswagen,Polo,2018,198925,Petrol,Manual,First Owner,1456,141,4,1135809
BMW,X3,2022,79833,Hybrid,Automatic,Third Owner,3542,113,5,3964373
Hyundai,Sonata,2014,68673,Hybrid,Automatic,Third Owner,3627,155,5,2091771
BMW,320,2014,232438,Hybrid,Automatic,Third Owner,1695,107,5,2531411
Mercedes,GLA,2008,176718,Hybrid,Manual,First Owner,3485,268,4,3197106
Ford,Focus,2016,91232,Hybrid,Manual,First Owner,2583,381,4,2107776
Mercedes,GLA,2024,222512,Petrol,Automatic,Third Owner,1939,239,4,3285730
Mercedes,C200,2009,229877,Hybrid,Manual,Third Owner,1283,272,5,2700226
Hyundai,Tucson,2017,139791,Petrol,Automatic,Second Owner,1705,212,5,1855518
Mercedes,GLA,2019,73590,Diesel,Automatic,First Owner,3177,177,7,3888357
Mercedes,GLA,2010,129547,Hybrid,Manual,Second Owner,3885,352,4,3594664
Toyota,RAV4,2018,68156,Hybrid,Manual,First Owner,3198,303,7,2273408
Kia,Cerato,2016,234148,Hybrid,Automatic,Third Owner,3326,366,5,2325779
Kia,Cerato,2024,208531,Petrol,Manual,Second Owner,2288,316,7,2049286
Volkswagen,Passat,2023,32434,Diesel,Automatic,Third Owner,1563,199,5,1968981
BMW,320,2010,230928,Hybrid,Automatic,Third Owner,2034,159,5,3010025
BMW,320,2015,160292,Diesel,Manual,Third Owner,1964,191,7,2736026
Ford,Focus,2012,34551,Hybrid,Automatic,First Owner,2605,150,7,1871309
BMW,320,2024,232261,Hybrid,Manual,Third Owner,3367,355,4,4027916
BMW,320,2011,16739,Petrol,Manual,First Owner,1942,159,4,2768559
Toyota,Corolla,2024,106171,Diesel,Automatic,Second Owner,1469,93,4,1766349
Kia,Cerato,2023,192397,Diesel,Manual,First Owner,3243,112,5,1439068
BMW,X5,2020,213891,Petrol,Automatic,First Owner,3967,190,7,3258522
Mercedes,E200,2015,173074,Petrol,Manual,Second Owner,2131,285,7,2770978
Volkswagen,Passat,2014,87539,Diesel,Automatic,Third Owner,2295,120,4,1435097
Toyota,Corolla,2008,124811,Diesel,Manual,First Owner,2515,212,5,1174468
Volkswagen,Tiguan,2020,119697,Petrol,Automatic,First Owner,3822,93,5,1835071
Hyundai,Tucson,2020,115646,Diesel,Manual,First Owner,1053,271,5,1855331
Mercedes,C200,2010,189570,Petrol,Automatic,First Owner,2830,347,5,3112020
